CODIGO	PROVINCIA	TECNOLOGIA	PRODUCCION_EN_BORNES_DE_LOS_GENERADORES_GWh	PRODUCCION_NETA_GWH	YEAR	PROD_NETAGBH_X_HAB100K	POP100K	PROD_NETAGWH_X_PIBG	PIBG
39	CANTABRIA	Solar fotovoltaica	2.00	2.00	2018	0.34	5.80	0.15	13.74
39	CANTABRIA	Solar fotovoltaica	2.00	2.00	2019	0.34	5.81	0.14	14.18
39	CANTABRIA	Solar fotovoltaica	2.00	2.00	2020	0.34	5.83	0.16	12.84
39	CANTABRIA	Solar fotovoltaica	2.00	2.00	2021	0.34	5.85	0
39	CANTABRIA	Solar fotovoltaica	2.04	2.02	2017	0.35	5.80	0.15	13.23
39	CANTABRIA	Solar fotovoltaica	2.06	2.06	2013	0.35	5.92	0.17	11.88
39	CANTABRIA	Solar fotovoltaica	2.11	2.11	2014	0.36	5.89	0.17	12.07
39	CANTABRIA	Solar fotovoltaica	2.14	2.11	2016	0.36	5.82	0.17	12.74
39	CANTABRIA	Solar fotovoltaica	4.00	4.00	2022	0.68	5.85	0
39	CANTABRIA	Solar termica	0.00	0.00	2013	0.00	5.92	0.00	11.88
39	CANTABRIA	Solar termica	0.00	0.00	2014	0.00	5.89	0.00	12.07
39	CANTABRIA	Solar termica	0.00	0.00	2015	0.00	5.85	0.00	12.34
39	CANTABRIA	Solar termica	0.00	0.00	2016	0.00	5.82	0.00	12.74
39	CANTABRIA	Solar termica	0.00	0.00	2017	0.00	5.80	0.00	13.23
39	CANTABRIA	Solar termica	0.00	0.00	2018	0.00	5.80	0.00	13.74
39	CANTABRIA	Solar termica	0.00	0.00	2019	0.00	5.81	0.00	14.18
39	CANTABRIA	Solar termica	0.00	0.00	2020	0.00	5.83	0.00	12.84
39	CANTABRIA	Solar termica	0.00	0.00	2021	0.00	5.85	0
39	CANTABRIA	Solar termica	0.00	0.00	2022	0.00	5.85	0
39	CANTABRIA	Termica renovable y resto	169.03	152.48	2013	25.76	5.92	12.84	11.88
39	CANTABRIA	Termica renovable y resto	175.86	154.79	2016	26.59	5.82	12.15	12.74
39	CANTABRIA	Termica renovable y resto	183.98	166.07	2014	28.21	5.89	13.75	12.07
39	CANTABRIA	Termica renovable y resto	188.14	164.36	2015	28.09	5.85	13.32	12.34
39	CANTABRIA	TOTAL	1489.00	1435.00	2022	245.13	5.85	0
39	CANTABRIA	TOTAL	1805.00	1722.00	2018	296.78	5.80	125.29	13.74
39	CANTABRIA	TOTAL	1817.66	1736.65	2016	298.29	5.82	136.36	12.74
39	CANTABRIA	TOTAL	1831.10	1746.65	2017	300.99	5.80	132.04	13.23
39	CANTABRIA	TOTAL	1853.00	1771.00	2020	303.82	5.83	137.94	12.84
39	CANTABRIA	TOTAL	1954.23	1872.72	2015	320.03	5.85	151.80	12.34
39	CANTABRIA	TOTAL	2014.00	1924.00	2021	329.17	5.85	0
39	CANTABRIA	TOTAL	2071.25	1989.29	2014	337.94	5.89	164.75	12.07
39	CANTABRIA	TOTAL	2442.00	2355.00	2019	405.28	5.81	166.07	14.18
39	CANTABRIA	TOTAL	2486.78	2389.94	2013	403.78	5.92	201.20	11.88
12	CASTELLON-CASTELLO	Combustibles	1594.76	1555.27	2014	264.72	5.88	122.53	12.69
12	CASTELLON-CASTELLO	Combustibles	1877.15	1832.39	2013	304.54	6.02	145.45	12.60
12	CASTELLON-CASTELLO	Combustibles	2152	2091	2022	354.04	5.91	0
12	CASTELLON-CASTELLO	Combustibles	2605.15	2538.52	2015	435.93	5.82	187.10	13.57
12	CASTELLON-CASTELLO	Combustibles	3054.47	2977.36	2016	514.01	5.79	209.97	14.18
12	CASTELLON-CASTELLO	Combustibles	3297.20	3207.82	2017	557.43	5.75	207.17	15.48
12	CASTELLON-CASTELLO	Combustibles	3451.00	3360.00	2018	582.43	5.77	214.76	15.65
12	CASTELLON-CASTELLO	Combustibles	3519	3419	2021	582.39	5.87	0
12	CASTELLON-CASTELLO	Combustibles	3921.00	3827.00	2020	653.53	5.86	268.67	14.24
12	CASTELLON-CASTELLO	Combustibles	4168.00	4069.00	2019	701.60	5.80	253.01	16.08
12	CASTELLON-CASTELLO	Energia Mareomotriz. olas	0.00	0.00	2021	0.00	5.87	0
12	CASTELLON-CASTELLO	Energia Mareomotriz. olas	0.00	0.00	2022	0.00	5.91	0
12	CASTELLON-CASTELLO	Eolica	1115.00	1097.00	2022	185.74	5.91	0
12	CASTELLON-CASTELLO	Eolica	1135.00	1107.00	2020	189.04	5.86	77.71	14.24
12	CASTELLON-CASTELLO	Eolica	1146.00	1118.00	2021	190.44	5.87	0
12	CASTELLON-CASTELLO	Eolica	1210.86	1197.13	2016	206.67	5.79	84.43	14.18
12	CASTELLON-CASTELLO	Eolica	1240.85	1227.38	2015	210.77	5.82	90.46	13.57
12	CASTELLON-CASTELLO	Eolica	1300.12	1275.56	2017	221.66	5.75	82.38	15.48
12	CASTELLON-CASTELLO	Eolica	1333.00	1302.00	2018	225.69	5.77	83.22	15.65
12	CASTELLON-CASTELLO	Eolica	1356.90	1341.96	2014	228.42	5.88	105.73	12.69
12	CASTELLON-CASTELLO	Eolica	1458.00	1428.00	2019	246.22	5.80	88.79	16.08
12	CASTELLON-CASTELLO	Eolica	1473.73	1457.95	2013	242.31	6.02	115.73	12.60
12	CASTELLON-CASTELLO	Hidraulica	100.89	99.09	2017	17.22	5.75	6.40	15.48
12	CASTELLON-CASTELLO	Hidraulica	106.88	105.99	2015	18.20	5.82	7.81	13.57
12	CASTELLON-CASTELLO	Hidraulica	269.00	265.00	2020	45.25	5.86	18.60	14.24
12	CASTELLON-CASTELLO	Hidraulica	68.25	67.6	2014	11.51	5.88	5.33	12.69
12	CASTELLON-CASTELLO	Hidraulica	72.00	71.00	2018	12.31	5.77	4.54	15.65
12	CASTELLON-CASTELLO	Hidraulica	73.81	73.04	2016	12.61	5.79	5.15	14.18
12	CASTELLON-CASTELLO	Hidraulica	80.00	79.00	2019	13.62	5.80	4.91	16.08
12	CASTELLON-CASTELLO	Hidraulica	85.86	85.15	2013	14.15	6.02	6.76	12.60
12	CASTELLON-CASTELLO	Hidraulica	93.00	92.00	2022	15.58	5.91	0
12	CASTELLON-CASTELLO	Hidraulica	95.00	93.00	2021	15.84	5.87	0
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2013	0.00	6.02	0.00	12.60
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2014	0.00	5.88	0.00	12.69
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2015	0.00	5.82	0.00	13.57
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2016	0.00	5.79	0.00	14.18
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2017	0.00	5.75	0.00	15.48
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2018	0.00	5.77	0.00	15.65
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2019	0.00	5.80	0.00	16.08
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2020	0.00	5.86	0.00	14.24
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2021	0.00	5.87	0
12	CASTELLON-CASTELLO	Nuclear	0.00	0.00	2022	0.00	5.91	0
12	CASTELLON-CASTELLO	Solar fotovoltaica	76.00	75.00	2021	12.78	5.87	0
12	CASTELLON-CASTELLO	Solar fotovoltaica	80.00	80.00	2020	13.66	5.86	5.62	14.24
12	CASTELLON-CASTELLO	Solar fotovoltaica	81.00	80.00	2018	13.87	5.77	5.11	15.65
12	CASTELLON-CASTELLO	Solar fotovoltaica	81.90	81.09	2016	14.00	5.79	5.72	14.18
12	CASTELLON-CASTELLO	Solar fotovoltaica	83.00	82.00	2022	13.88	5.91	0
12	CASTELLON-CASTELLO	Solar fotovoltaica	83.28	83.28	2015	14.30	5.82	6.14	13.57
12	CASTELLON-CASTELLO	Solar fotovoltaica	84.30	84.30	2014	14.35	5.88	6.64	12.69
12	CASTELLON-CASTELLO	Solar fotovoltaica	86.00	85.00	2019	14.66	5.80	5.29	16.08
12	CASTELLON-CASTELLO	Solar fotovoltaica	86.05	86.05	2013	14.30	6.02	6.83	12.60
12	CASTELLON-CASTELLO	Solar fotovoltaica	87.31	86.45	2017	15.02	5.75	5.58	15.48
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2013	0.00	6.02	0.00	12.60
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2014	0.00	5.88	0.00	12.69
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2015	0.00	5.82	0.00	13.57
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2016	0.00	5.79	0.00	14.18
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2017	0.00	5.75	0.00	15.48
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2018	0.00	5.77	0.00	15.65
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2019	0.00	5.80	0.00	16.08
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2020	0.00	5.86	0.00	14.24
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2021	0.00	5.87	0
12	CASTELLON-CASTELLO	Solar termica	0.00	0.00	2022	0.00	5.91	0
12	CASTELLON-CASTELLO	Termica renovable y resto	375.86	367.43	2015	63.10	5.82	27.08	13.57
12	CASTELLON-CASTELLO	Termica renovable y resto	402.74	394.69	2016	68.14	5.79	27.83	14.18
12	CASTELLON-CASTELLO	Termica renovable y resto	407.91	397.89	2014	67.73	5.88	31.35	12.69
12	CASTELLON-CASTELLO	Termica renovable y resto	417.69	407.94	2013	67.80	6.02	32.38	12.60
12	CASTELLON-CASTELLO	TOTAL	3443.00	3362.00	2022	569.24	5.91	0
12	CASTELLON-CASTELLO	TOTAL	3512.12	3447.01	2014	586.72	5.88	271.57	12.69
12	CASTELLON-CASTELLO	TOTAL	3940.47	3869.48	2013	643.09	6.02	307.15	12.60
12	CASTELLON-CASTELLO	TOTAL	4412.01	4322.60	2015	742.30	5.82	318.59	13.57
12	CASTELLON-CASTELLO	TOTAL	4785.52	4668.91	2017	811.32	5.75	301.54	15.48
12	CASTELLON-CASTELLO	TOTAL	4823.78	4723.30	2016	815.42	5.79	333.10	14.18
12	CASTELLON-CASTELLO	TOTAL	4836.00	4705.00	2021	801.45	5.87	0
12	CASTELLON-CASTELLO	TOTAL	4938.00	4813.00	2018	834.29	5.77	307.63	15.65
12	CASTELLON-CASTELLO	TOTAL	5406.00	5278.00	2020	901.31	5.86	370.53	14.24
12	CASTELLON-CASTELLO	TOTAL	5792.00	5662.00	2019	976.27	5.80	352.06	16.08
51	CEUTA	Combustibles	213	195	2022	234.61	0.83	0
51	CEUTA	Combustibles	215	197	2021	235.88	0.84	0
51	CEUTA	Combustibles	217.00	199.00	2020	236.34	0.84	119.73	1.66
51	CEUTA	Combustibles	220.65	201.96	2013	239.91	0.84	130.03	1.55
51	CEUTA	Combustibles	222.35	204.02	2015	242.12	0.84	127.64	1.60
51	CEUTA	Combustibles	223.94	205.20	2017	241.53	0.85	123.60	1.66
51	CEUTA	Combustibles	224.00	207.00	2019	244.17	0.85	116.62	1.77
51	CEUTA	Combustibles	228.00	209.00	2018	245.47	0.85	121.48	1.72
51	CEUTA	Combustibles	229.52	210.69	2016	249.28	0.85	128.74	1.64
51	CEUTA	Combustibles	231.06	212.25	2014	249.81	0.85	137.41	1.54
51	CEUTA	Energia Mareomotriz. olas	0.00	0.00	2021	0.00	0.84	0
51	CEUTA	Energia Mareomotriz. olas	0.00	0.00	2022	0.00	0.83	0
51	CEUTA	Eolica	0.00	0.00	2013	0.00	0.84	0.00	1.55
51	CEUTA	Eolica	0.00	0.00	2014	0.00	0.85	0.00	1.54
51	CEUTA	Eolica	0.00	0.00	2015	0.00	0.84	0.00	1.60
51	CEUTA	Eolica	0.00	0.00	2016	0.00	0.85	0.00	1.64
51	CEUTA	Eolica	0.00	0.00	2017	0.00	0.85	0.00	1.66
51	CEUTA	Eolica	0.00	0.00	2018	0.00	0.85	0.00	1.72
51	CEUTA	Eolica	0.00	0.00	2019	0.00	0.85	0.00	1.77
51	CEUTA	Eolica	0.00	0.00	2020	0.00	0.84	0.00	1.66
51	CEUTA	Eolica	0.00	0.00	2021	0.00	0.84	0
51	CEUTA	Eolica	0.00	0.00	2022	0.00	0.83	0
51	CEUTA	Hidraulica	0.00	0.00	2017	0.00	0.85	0.00	1.66
51	CEUTA	Hidraulica	0.00	0.00	2018	0.00	0.85	0.00	1.72
51	CEUTA	Hidraulica	0.00	0.00	2019	0.00	0.85	0.00	1.77
51	CEUTA	Hidraulica	0.00	0.00	2020	0.00	0.84	0.00	1.66
51	CEUTA	Hidraulica	0.00	0.00	2021	0.00	0.84	0
51	CEUTA	Hidraulica	0.00	0.00	2022	0.00	0.83	0
51	CEUTA	Hidraulica	0	0	2013	0.00	0.84	0.00	1.55
51	CEUTA	Hidraulica	0	0	2014	0.00	0.85	0.00	1.54
51	CEUTA	Hidraulica	0	0	2015	0.00	0.84	0.00	1.60
51	CEUTA	Hidraulica	0	0	2016	0.00	0.85	0.00	1.64
51	CEUTA	Nuclear	0.00	0.00	2013	0.00	0.84	0.00	1.55
51	CEUTA	Nuclear	0.00	0.00	2014	0.00	0.85	0.00	1.54
51	CEUTA	Nuclear	0.00	0.00	2015	0.00	0.84	0.00	1.60
51	CEUTA	Nuclear	0.00	0.00	2016	0.00	0.85	0.00	1.64
51	CEUTA	Nuclear	0.00	0.00	2017	0.00	0.85	0.00	1.66
51	CEUTA	Nuclear	0.00	0.00	2018	0.00	0.85	0.00	1.72
51	CEUTA	Nuclear	0.00	0.00	2019	0.00	0.85	0.00	1.77
51	CEUTA	Nuclear	0.00	0.00	2020	0.00	0.84	0.00	1.66
51	CEUTA	Nuclear	0.00	0.00	2021	0.00	0.84	0
51	CEUTA	Nuclear	0.00	0.00	2022	0.00	0.83	0
51	CEUTA	Solar fotovoltaica	0.00	0.00	2013	0.00	0.84	0.00	1.55
51	CEUTA	Solar fotovoltaica	0.00	0.00	2014	0.00	0.85	0.00	1.54
51	CEUTA	Solar fotovoltaica	0.00	0.00	2015	0.00	0.84	0.00	1.60
51	CEUTA	Solar fotovoltaica	0.00	0.00	2016	0.00	0.85	0.00	1.64
51	CEUTA	Solar fotovoltaica	0.00	0.00	2017	0.00	0.85	0.00	1.66
51	CEUTA	Solar fotovoltaica	0.00	0.00	2018	0.00	0.85	0.00	1.72
51	CEUTA	Solar fotovoltaica	0.00	0.00	2019	0.00	0.85	0.00	1.77
51	CEUTA	Solar fotovoltaica	0.00	0.00	2020	0.00	0.84	0.00	1.66
51	CEUTA	Solar fotovoltaica	0.00	0.00	2021	0.00	0.84	0
51	CEUTA	Solar fotovoltaica	0.00	0.00	2022	0.00	0.83	0
51	CEUTA	Solar termica	0.00	0.00	2013	0.00	0.84	0.00	1.55
51	CEUTA	Solar termica	0.00	0.00	2014	0.00	0.85	0.00	1.54
51	CEUTA	Solar termica	0.00	0.00	2015	0.00	0.84	0.00	1.60
51	CEUTA	Solar termica	0.00	0.00	2016	0.00	0.85	0.00	1.64
51	CEUTA	Solar termica	0.00	0.00	2017	0.00	0.85	0.00	1.66
51	CEUTA	Solar termica	0.00	0.00	2018	0.00	0.85	0.00	1.72
51	CEUTA	Solar termica	0.00	0.00	2019	0.00	0.85	0.00	1.77
51	CEUTA	Solar termica	0.00	0.00	2020	0.00	0.84	0.00	1.66
51	CEUTA	Solar termica	0.00	0.00	2021	0.00	0.84	0
51	CEUTA	Solar termica	0.00	0.00	2022	0.00	0.83	0
51	CEUTA	Termica renovable y resto	0.00	0.00	2013	0.00	0.84	0.00	1.55
51	CEUTA	Termica renovable y resto	0.00	0.00	2014	0.00	0.85	0.00	1.54
51	CEUTA	Termica renovable y resto	0.00	0.00	2015	0.00	0.84	0.00	1.60
51	CEUTA	Termica renovable y resto	0.00	0.00	2016	0.00	0.85	0.00	1.64
51	CEUTA	TOTAL	213.00	195.00	2022	234.61	0.83	0
51	CEUTA	TOTAL	215.00	197.00	2021	235.88	0.84	0
51	CEUTA	TOTAL	217.00	199.00	2020	236.34	0.84	119.73	1.66
51	CEUTA	TOTAL	220.65	201.96	2013	239.91	0.84	130.03	1.55
51	CEUTA	TOTAL	222.35	204.02	2015	242.12	0.84	127.64	1.60
51	CEUTA	TOTAL	223.94	205.20	2017	241.53	0.85	123.60	1.66
51	CEUTA	TOTAL	224.00	207.00	2019	244.17	0.85	116.62	1.77
51	CEUTA	TOTAL	228.00	209.00	2018	245.47	0.85	121.48	1.72
51	CEUTA	TOTAL	229.52	210.69	2016	249.28	0.85	128.74	1.64
51	CEUTA	TOTAL	231.06	212.25	2014	249.81	0.85	137.41	1.54
13	CIUDAD_REAL	Combustibles	1014.65	992.35	2016	195.77	5.07	98.08	10.12
13	CIUDAD_REAL	Combustibles	1137.00	1098.00	2019	221.48	4.96	101.96	10.77
13	CIUDAD_REAL	Combustibles	1144.00	1103.00	2018	221.00	4.99	102.98	10.71
13	CIUDAD_REAL	Combustibles	1158.78	1117.97	2017	222.45	5.03	106.94	10.45
13	CIUDAD_REAL	Combustibles	1207.00	1162.00	2020	234.73	4.95	116.83	9.95
13	CIUDAD_REAL	Combustibles	1319	1261	2021	255.99	4.93	0
13	CIUDAD_REAL	Combustibles	1811	1656.67	2013	315.58	5.25	176.07	9.41
13	CIUDAD_REAL	Combustibles	1910.76	1732.69	2014	333.46	5.20	189.39	9.15
13	CIUDAD_REAL	Combustibles	2021.86	1835.5	2015	357.30	5.14	186.33	9.85
13	CIUDAD_REAL	Combustibles	661	646	2022	131.62	4.91	0
13	CIUDAD_REAL	Energia Mareomotriz. olas	0.00	0.00	2021	0.00	4.93	0
13	CIUDAD_REAL	Energia Mareomotriz. olas	0.00	0.00	2022	0.00	4.91	0
13	CIUDAD_REAL	Eolica	328.00	320.00	2020	64.64	4.95	32.17	9.95
13	CIUDAD_REAL	Eolica	342.65	328.75	2015	63.99	5.14	33.37	9.85
13	CIUDAD_REAL	Eolica	352.05	346.47	2017	68.94	5.03	33.14	10.45
13	CIUDAD_REAL	Eolica	353.00	350.00	2022	71.31	4.91	0
13	CIUDAD_REAL	Eolica	367.00	358.00	2021	72.68	4.93	0
13	CIUDAD_REAL	Eolica	369.53	363.15	2014	69.89	5.20	39.69	9.15
13	CIUDAD_REAL	Eolica	379.00	373.00	2018	74.73	4.99	34.82	10.71
13	CIUDAD_REAL	Eolica	384.05	380.57	2016	75.08	5.07	37.61	10.12
13	CIUDAD_REAL	Eolica	390.00	384.00	2019	77.46	4.96	35.66	10.77
13	CIUDAD_REAL	Eolica	391.56	385.49	2013	73.43	5.25	40.97	9.41
13	CIUDAD_REAL	Hidraulica	0.00	0.00	2017	0.00	5.03	0.00	10.45
13	CIUDAD_REAL	Hidraulica	0.00	0.00	2018	0.00	4.99	0.00	10.71
13	CIUDAD_REAL	Hidraulica	0.00	0.00	2019	0.00	4.96	0.00	10.77
13	CIUDAD_REAL	Hidraulica	0.00	0.00	2020	0.00	4.95	0.00	9.95
13	CIUDAD_REAL	Hidraulica	0.00	0.00	2021	0.00	4.93	0
13	CIUDAD_REAL	Hidraulica	0.00	0.00	2022	0.00	4.91	0
13	CIUDAD_REAL	Hidraulica	0	0	2013	0.00	5.25	0.00	9.41
13	CIUDAD_REAL	Hidraulica	0	0	2014	0.00	5.20	0.00	9.15
13	CIUDAD_REAL	Hidraulica	0	0	2015	0.00	5.14	0.00	9.85
13	CIUDAD_REAL	Hidraulica	0	0	2016	0.00	5.07	0.00	10.12
13	CIUDAD_REAL	Nuclear	0.00	0.00	2013	0.00	5.25	0.00	9.41
13	CIUDAD_REAL	Nuclear	0.00	0.00	2014	0.00	5.20	0.00	9.15
13	CIUDAD_REAL	Nuclear	0.00	0.00	2015	0.00	5.14	0.00	9.85
13	CIUDAD_REAL	Nuclear	0.00	0.00	2016	0.00	5.07	0.00	10.12
13	CIUDAD_REAL	Nuclear	0.00	0.00	2017	0.00	5.03	0.00	10.45
13	CIUDAD_REAL	Nuclear	0.00	0.00	2018	0.00	4.99	0.00	10.71
13	CIUDAD_REAL	Nuclear	0.00	0.00	2019	0.00	4.96	0.00	10.77
13	CIUDAD_REAL	Nuclear	0.00	0.00	2020	0.00	4.95	0.00	9.95
13	CIUDAD_REAL	Nuclear	0.00	0.00	2021	0.00	4.93	0
13	CIUDAD_REAL	Nuclear	0.00	0.00	2022	0.00	4.91	0
13	CIUDAD_REAL	Solar fotovoltaica	1047.00	1036.00	2020	209.27	4.95	104.16	9.95
13	CIUDAD_REAL	Solar fotovoltaica	1425.00	1411.00	2021	286.44	4.93	0
13	CIUDAD_REAL	Solar fotovoltaica	2231.00	2209.00	2022	450.08	4.91	0
13	CIUDAD_REAL	Solar fotovoltaica	310.00	307.00	2018	61.51	4.99	28.66	10.71
13	CIUDAD_REAL	Solar fotovoltaica	314.60	311.48	2016	61.45	5.07	30.78	10.12
13	CIUDAD_REAL	Solar fotovoltaica	327.77	327.77	2014	63.08	5.20	35.83	9.15
13	CIUDAD_REAL	Solar fotovoltaica	332.38	332.38	2015	64.70	5.14	33.74	9.85
13	CIUDAD_REAL	Solar fotovoltaica	332.85	332.85	2013	63.40	5.25	35.37	9.41
13	CIUDAD_REAL	Solar fotovoltaica	337.15	333.81	2017	66.42	5.03	31.93	10.45
13	CIUDAD_REAL	Solar fotovoltaica	461.00	457.00	2019	92.18	4.96	42.44	10.77
13	CIUDAD_REAL	Solar termica	542.00	493.00	2022	100.45	4.91	0
13	CIUDAD_REAL	Solar termica	657.00	597.00	2020	120.60	4.95	60.02	9.95
13	CIUDAD_REAL	Solar termica	689.00	626.00	2021	127.08	4.93	0
13	CIUDAD_REAL	Solar termica	715.00	650.00	2018	130.23	4.99	60.69	10.71
13	CIUDAD_REAL	Solar termica	721.50	655.91	2013	124.94	5.25	69.71	9.41
13	CIUDAD_REAL	Solar termica	794.07	721.88	2016	142.41	5.07	71.34	10.12
13	CIUDAD_REAL	Solar termica	797.00	724.00	2019	146.04	4.96	67.23	10.77
13	CIUDAD_REAL	Solar termica	807.68	734.25	2014	141.31	5.20	80.26	9.15
13	CIUDAD_REAL	Solar termica	809.03	735.49	2015	143.17	5.14	74.66	9.85
13	CIUDAD_REAL	Solar termica	816.70	742.45	2017	147.73	5.03	71.02	10.45
13	CIUDAD_REAL	Termica renovable y resto	113.16	100.86	2016	19.90	5.07	9.97	10.12
13	CIUDAD_REAL	Termica renovable y resto	125.91	117.21	2014	22.56	5.20	12.81	9.15
13	CIUDAD_REAL	Termica renovable y resto	129.02	119.81	2013	22.82	5.25	12.73	9.41
13	CIUDAD_REAL	Termica renovable y resto	137.42	125.80	2015	24.49	5.14	12.77	9.85
13	CIUDAD_REAL	TOTAL	2548.00	2433.00	2018	487.48	4.99	227.16	10.71
13	CIUDAD_REAL	TOTAL	2620.54	2507.14	2016	494.61	5.07	247.79	10.12
13	CIUDAD_REAL	TOTAL	2664.67	2540.70	2017	505.53	5.03	243.04	10.45
13	CIUDAD_REAL	TOTAL	2784.00	2663.00	2019	537.15	4.96	247.27	10.77
13	CIUDAD_REAL	TOTAL	3239.00	3115.00	2020	629.24	4.95	313.18	9.95
13	CIUDAD_REAL	TOTAL	3385.93	3150.73	2013	600.18	5.25	334.85	9.41
13	CIUDAD_REAL	TOTAL	3541.64	3275.08	2014	630.29	5.20	357.98	9.15
13	CIUDAD_REAL	TOTAL	3643.36	3357.92	2015	653.66	5.14	340.88	9.85
13	CIUDAD_REAL	TOTAL	3787.00	3697.00	2022	753.25	4.91	0
13	CIUDAD_REAL	TOTAL	3799.00	3656.00	2021	742.20	4.93	0
14	CORDOBA	Combustibles	1100.65	980.27	2013	122.16	8.02	78.77	12.45
14	CORDOBA	Combustibles	1355.22	1208.71	2016	152.69	7.92	89.91	13.44
14	CORDOBA	Combustibles	1518.76	1362.46	2014	170.43	7.99	109.03	12.50
14	CORDOBA	Combustibles	1533.00	1366.00	2019	174.46	7.83	96.73	14.12
14	CORDOBA	Combustibles	1970.00	1752.00	2018	223.12	7.85	123.35	14.20
14	CORDOBA	Combustibles	2104.21	1892.14	2015	237.82	7.96	143.12	13.22
14	CORDOBA	Combustibles	215	205	2022	26.54	7.72	0
14	CORDOBA	Combustibles	2391.94	2135.16	2017	270.88	7.88	152.56	14.00
14	CORDOBA	Combustibles	947	855	2021	110.07	7.77	0
14	CORDOBA	Combustibles	959.00	866.00	2020	110.82	7.81	66.26	13.07
14	CORDOBA	Energia Mareomotriz. olas	0.00	0.00	2021	0.00	7.77	0
14	CORDOBA	Energia Mareomotriz. olas	0.00	0.00	2022	0.00	7.72	0
14	CORDOBA	Eolica	0.00	0.00	2013	0.00	8.02	0.00	12.45
14	CORDOBA	Eolica	0.00	0.00	2014	0.00	7.99	0.00	12.50
14	CORDOBA	Eolica	0.00	0.00	2015	0.00	7.96	0.00	13.22
14	CORDOBA	Eolica	0.00	0.00	2016	0.00	7.92	0.00	13.44
14	CORDOBA	Eolica	0.00	0.00	2017	0.00	7.88	0.00	14.00
14	CORDOBA	Eolica	0.00	0.00	2018	0.00	7.85	0.00	14.20
14	CORDOBA	Eolica	0.00	0.00	2019	0.00	7.83	0.00	14.12
14	CORDOBA	Eolica	0.00	0.00	2020	0.00	7.81	0.00	13.07
14	CORDOBA	Eolica	0.00	0.00	2021	0.00	7.77	0
14	CORDOBA	Eolica	0.00	0.00	2022	0.00	7.72	0
14	CORDOBA	Hidraulica	102.41	99.29	2016	12.54	7.92	7.39	13.44
14	CORDOBA	Hidraulica	108.15	105.68	2015	13.28	7.96	7.99	13.22
14	CORDOBA	Hidraulica	117.00	114.00	2018	14.52	7.85	8.03	14.20
14	CORDOBA	Hidraulica	139.8	136.78	2014	17.11	7.99	10.95	12.50
14	CORDOBA	Hidraulica	158.82	155.42	2013	19.37	8.02	12.49	12.45
14	CORDOBA	Hidraulica	31.00	30.00	2022	3.88	7.72	0
14	CORDOBA	Hidraulica	80.00	78.00	2021	10.04	7.77	0
14	CORDOBA	Hidraulica	82.00	80.00	2020	10.24	7.81	6.12	13.07
14	CORDOBA	Hidraulica	90.97	88.33	2017	11.21	7.88	6.31	14.00
14	CORDOBA	Hidraulica	98.00	96.00	2019	12.26	7.83	6.80	14.12
14	CORDOBA	Nuclear	0.00	0.00	2013	0.00	8.02	0.00	12.45
14	CORDOBA	Nuclear	0.00	0.00	2014	0.00	7.99	0.00	12.50
14	CORDOBA	Nuclear	0.00	0.00	2015	0.00	7.96	0.00	13.22
14	CORDOBA	Nuclear	0.00	0.00	2016	0.00	7.92	0.00	13.44
14	CORDOBA	Nuclear	0.00	0.00	2017	0.00	7.88	0.00	14.00
14	CORDOBA	Nuclear	0.00	0.00	2018	0.00	7.85	0.00	14.20
14	CORDOBA	Nuclear	0.00	0.00	2019	0.00	7.83	0.00	14.12
14	CORDOBA	Nuclear	0.00	0.00	2020	0.00	7.81	0.00	13.07
14	CORDOBA	Nuclear	0.00	0.00	2021	0.00	7.77	0
14	CORDOBA	Nuclear	0.00	0.00	2022	0.00	7.72	0
14	CORDOBA	Solar fotovoltaica	315.00	311.00	2018	39.61	7.85	21.90	14.20
14	CORDOBA	Solar fotovoltaica	325.39	322.17	2016	40.70	7.92	23.96	13.44
14	CORDOBA	Solar fotovoltaica	332.36	332.36	2014	41.58	7.99	26.60	12.50
14	CORDOBA	Solar fotovoltaica	337.46	334.12	2017	42.39	7.88	23.87	14.00
14	CORDOBA	Solar fotovoltaica	338.31	338.31	2013	42.16	8.02	27.18	12.45
14	CORDOBA	Solar fotovoltaica	339.00	335.00	2019	42.79	7.83	23.72	14.12
14	CORDOBA	Solar fotovoltaica	341.16	341.16	2015	42.88	7.96	25.81	13.22
